texto;classe
Gostei de um vídeo @YouTube  Neres Passou dos Limites no Ajax!NOVO NEYMAR?;positivo
Cara... essa propaganda de dia dos namorados com o Neymar e a Bruna... sem condições.;positivo
Neymar dibrando todo mundo ;positivo
Eu amo o fato do Neymar ter limitados os comentários porque posso ver cada um dos comentários fofos dos amigos. ❤;positivo
Cristiano Ronaldo vc e muito lindo parabéns;positivo
#2Toques Realmente o Messi pela sua declaração mostrou se mais incomodado com o Real Madri do que o Cristiano Ronaldo.;positivo
o primeiro passo pro desapego ele deu: prefere cristiano ronaldo.;positivo
Neymar JR ;positivo
Que casalzão é essa Bruna e Neymar;positivo
@ohbernardes @Jonatas76702926 @wesley_m_barbos @eli_vmello @Esp_Interativo Mas em 38 jogos ter 34 gols é espetacular, jogadores como Messi e Cristiano Ronaldo estão com números como 45 gols e 50 jogos e 42 gols e 43 jogos respectivamente, mas na temporada toda não no campeonato, Washington continua sendo monstro e não superado nos pontos corridos;positivo
Gostei de um vídeo @YouTube  School Musical - A Seleção / Vai ficar melhor (HD);positivo
Cristiano Ronaldo Brasil na tl;positivo
só queria ser a mulher do cristiano ronaldo ;positivo
@gustavohofman Tirou jefferson da seleção em seu melhor momento e agora foi desrespeitoso e covarde ao citar fabio e vanderlei. Bom goleiro, preparador de goleiro inventado, pessoa duvidosa...;positivo
Mais uma copa sem estar na cs da sogra;positivo
juro que esse vídeo do Neymar e da BM é a coisa mais fofa que eu já vi;positivo
Messi  ultrapassa Cristiano Ronaldo e se torna o primeiro jogador da história a ganhar cinco chuteiras de ouro. ;positivo
hj eu to só o dante falando que conhece mt bem a seleção da alemanha;positivo
Gostei de um vídeo @YouTube  NEYMAR, CRISTIANO RONALDO E MUITO MAIS - DE PRIMEIRA COM FELIPÃO - No Ar;positivo
Pra que Cristiano Ronaldo se a gente tem o romeno;positivo
@neymarjr oi neymar te amo;positivo
Neymar de pênalti ;positivo
"""EA revela nota dos 30 melhores jogadores africanos para a DLC da Copa do Mundo no FIFA 18"" ";positivo
É copa e festa Julina junto, a minha felicidade só cresce;positivo
Neymar de cabeça #100%Neymar ;positivo
O olho do cara cheio de lágrimas, um cara que é referencia em seu País, um cara que realmente ama o seu País mesmo com todas as dificuldades, tendo um sonho interrompido pelo homem (FIFA).  Mais Deus não abandona um filho seu, justiça será feita! 🙏🏾 #FUERZAPAOLO ;positivo
O Romero, goleiro da Argentina, se lesionou e está fora da Copa do Mundo. Rsrs;positivo
"Mãe de Cristiano Ronaldo ressalta humildade do craque português e vê Neymar ""extravagante"" -  ";positivo
Parabéns aos golpistas. Graças a eles nenhuma rua está pintada para a Copa 2018. Ninguém quer ser confundido com trouxa que bateu panela pra afundar na crise.;positivo
"Vcs estão animados pra copa do mundo??
PARABENS CELINE DADOUR";positivo
Neymar de fora da área, bem provável ;positivo
Não consigo parar de assistir a propagando de bruna e Neymar;positivo
Gostei de um vídeo @YouTube  SELEÇÃO PERFEITA;positivo
Chamada da Copa 2018 na globo - CRISTIANO RONALDO ;positivo
"Já vi 50 milhões de vezes a campanha da Bruna e do Neymar pra C&amp;A alguém me para";positivo
@isadoraiaraujo Ele é um Cristiano Ronaldo na vida;positivo
melhor jogador do mundo? — Cristiano Ronaldo dos Santos Aveiro ;positivo
"“Seu amor me faz forte. Seu ódio me faz imparável.”

- Cristiano Ronaldo";positivo
#mais90 Fábio tem muita chance de ir um dia pra Seleção brasileira, @spimpolo  persegui o Cruzeiro desde daquela polêmica sobre Palmeiras e Cruzeiro, por isso que @spimpolo diz que Fábio não tem chance de ir pra Seleção, @spimpolo tu sois perseguidor do Cruzeiro. @Cruzeiro;positivo
Brasil quiere reducir expectativas mundialistas de Neymar Jr. -  ;positivo
O que um joguinho de FIFA me trouxe 😂;positivo
@neymarjr @tweets_neymar @dudazvx Boa noite;positivo
queria falar não mas a propaganda do dia dos namo da bruna e do neymar ficou gracinha né aiai;positivo
Sem dúvidas, esse é um dos momentos mais marcantes até agora da Champions League. Cristiano Ronaldo sendo aplaudido pelos torcedores da Juventus! 🔥 ;positivo
"Que dupla!! Cristiano Ronaldo faz golaço após passe incrível de Zidane no treino do Real

#APorLa13 #RMCity #tecmundo #HALAMADRID #CR7 #FoxSports @Starkhd1 @YouTube @realmadrid @Cristiano @nadinerpc";positivo
"Cap 1. ""Mundial Brasil 1950"" ";positivo
"Cristiano Ronaldo regressa aos treinos no Real Madrid
 ";positivo
Mano, que dia bom com os meninos, jogamos fifa no ps4 até se acabar, e como sempre eu vitoriosos hahahah @LuiisAugusto18;positivo
Neymar de cabeça ;positivo
Neymar de bicicleta ;positivo
Acabei de receber esta figurinha Portugal! #PaniniStickerAlbum  #PaniniStickerAlbum;positivo
Muito feliz de saber que vão liberar do estágio  nos jogos do Brasil ALÔ COPA CHEGA LOGO;positivo
Seleção, que não é brasileira, copa e afins, é ouro de tolo, como bater palmas pra uns endinheirados chegando de helicóptero no retiro enquanto não conseguimos sequer um dia, garantir o pleno funcionamento do transporte público.;positivo
Copa é bom dms pra ser verdade ;positivo
Neymar está de parabéns;positivo
Neymar de bico ;positivo
Gostei de um vídeo do @YouTube  5 Times Gerard Piqué Underestimated Cristiano Ronaldo;positivo
@queriiido Cristiano Ronaldo, com cara de André Silva e era a pessoa mais feliz do Mundo!!!;positivo
que vídeo lindoo da Bruna e do Neymar de dia dos namorados, acho eles super fofos, é química, é amor, é uma atração, uma vibe mt boa, só quem sente sabe, tem nem palavra pra descrever ao certo, mas sabe que nasceu um pro outro.;positivo
Cristiano Ronaldo is hot ;positivo
Gostei de um vídeo do @YouTube  CRISTIANO RONALDO FUNNY MOMENTS! - Try not to laugh (100 % IMPOSSIBLE);positivo
Gostei de um vídeo @YouTube  Nostalgia! FIFA 19 Offline mod Cristiano Ronaldo !! Ligas atualizadas, Bolas,;positivo
"@jorgenicola 

Noticia nova hein haha";positivo
"Cristiano Ronaldo diz que Real é melhor e projeta 'momento histórico' em final
 ";positivo
Cristiano Ronaldo encabeça pré-lista de Portugal com Rúben Dias e Ronny Lopes  ;positivo
Golaço do Real Madrid, Cristiano Ronaldo ⚽ destaque pra assistência do Marcelo.;positivo
Jornal espanhol diz que Neymar vai continuar no PSG. Ainda bem.....;positivo
"Vi o vídeo da campanha da C&amp;A e um parênteses pro Neymar que levou dois amigos no 1° encontro com a Bruna. 2AMIGOS. Jesus, ela deve ter penado com esses parças dele. Nada contra amizades, mas olha. É rodeado dos machos o tempo todo kkkkk.";positivo
FC Barcelone : nouvelle claque de Messi à Cristiano Ronaldo  #Kebetu #Senegal;positivo
"@LeandroSarti31 Inveja de um clube que virou grande em 1990😂😂😂😂Até um dia desses era chamado de time regional. A Copa Toyota já foi reconhecida de forma oficial. Estar no site ou não, isso não quer dizer nada.
";positivo
neymar dibrando td mundo ;positivo
Meu irmão de 4 anos ,vendo os vídeos do Cristiano Ronaldo no YouTube é a felicidade do meu dia;positivo
Esse vídeo do Neymar com a Bruna é fantástico;positivo
#expedientefutebol Rapaziada, quem vai comandar na copa de 2022 será Gabriel Jesus e os três garotos revelação no Brasil , são eles Vinícius Júnior do Flamengo , Pedrinho do Corinthians , e o Rodrigo do santos , e vcs podem ter certeza , vão aparecer mais garotos como esses !!!;positivo
@tallescolatino Nunca fui kkkk (acho neymar bonito e marquezine linda. Mas só. Gosto deles n kkk;positivo
Gostei de um vídeo @YouTube  SELEÇÃO PERFEITA;positivo
Cristiano Ronaldo fala pela primeira vez sobre os ataques em Alcochete -  ;positivo
Gostei de um vídeo @YouTube  vs FIGURINHAS DA COPA DO MUNDO RUSSIA 2018 - MESSI, NEYMAR, CRISTIANO;positivo
Eu venero a Bruna e Neymar, quero muito um relacionamento igual;positivo
“ele é um homem muito seguro!” É LÓGICO VELHO, ele é o NEYMAR, como que vai ser inseguro sendo o NEYMAR ;positivo
Gostei de um vídeo do @YouTube  10 Cristiano Ronaldo Things World Can't Forget;positivo
Cristiano Ronaldo dos Santos Aveiro ;positivo
esse goleiro da seleção é mt lindo cara, amém Alisson;positivo
Cristiano Ronaldo diz que Real é melhor e projeta 'momento histórico' em final  ;positivo
"@Luigi_10XV @CBF_Futebol Parabéns Cássio merecidíssimo essa convocação.
Afinal São: 

1x🏆Mundial de Clubes FIFA
1x🏆Libertadores (invicta)
1x🏆Recopa Sulamericana 
2x🏆 Brasileirão
3x🏆 Paulistão

🎖Eleito melhor Jogador do Mundial de Clubes FiFa 2012.

#OsAntiPira";positivo
@SporTV @Cristiano Ronaldo. O Brasil é Reino Unido de Portugal e Algarves....;positivo
Logo de cara, Neymar e Cristiano Ronaldo;positivo
Cristiano Ronaldo É o Real Madrid ;positivo
@lixomortal @SidyRM neymar++;positivo
Completei o album em 2010. Essa foi a seleção Argentina comandada por Maradona. ;positivo
@LucasSantanaPo1 pega um incenso pra mim pelo amor de deus, meu gol, Cristiano Ronaldo;positivo
"🇵🇹🎙️Fernando Santos: ""Tenho confiança absoluta neste plantel"" , palavras do selecionador nacional após a convocatória que ainda é uma lista provisória. A mesma será oficializada pela FIFA no dia 4 de junho.
#WorldCup @selecaoportugal ";positivo
Cristiano Ronaldo: “Eu sei que quem gosta de futebol, gosta de mim“ ;positivo
"Apesar de não ligar muito (desde 2006) pra seleção brasileira, continuo gostando muito de Copa do Mundo. Por diversos motivos.
SRN ";positivo
Neymar  ;positivo
"Me ha gustado un vídeo de @YouTube ( - Neymar Jr ● WOLVES ● Skills, Assists &amp; Goals | HD).";positivo
Irina surpreende com novo amor! 😧 ;positivo
A seleção de apoios pro EREA Beagá parou os estudantes de arquitetura e urbanismo do Brasil inteiro hoje! Mais acompanhada que a final de Avenida Brasil;positivo
essa propaganda da Bruna e do Neymar tá muito fofa, e olha que eu nem sou tão fã do casal;positivo
@globoesportecom Olha o que o futebol se transformou. O sonho de todo jogador é ter chance de ir a uma Copa, e iam felizes até pra ser suplente. Hoje em dia, acabou isso, se não for convocado ficam putos e se recusam. Lamentável! Parabéns ao envolvidos pelo fim do menino futebol.;positivo
"Gostei de um vídeo @YouTube  2018 Cristiano Ronaldo Goals &amp; Skills Compilation ""10""";positivo
Beleza: Neymar Ou Cristiano Ronaldo? — Neymar 😏 ;positivo
Q propaganda sexy essa do Neymar e da bruna;positivo
Aquela noite padrão: Jogar FIFA 18 ouvindo um eminem. Chaaama 👊;positivo
Que campanha L I N D A da Bruna com o Neymar ❤️❤️❤️;positivo
"""Como se fosse um treino... de uma grande seleção contra um time de meninos"" ";positivo
Gostei de um vídeo @YouTube  DK PROMETEU ELIMINAR O GRÊMIO NA COPA DO BRASIL!!!! FIFA 18 VIDA DE JOGADOR #14;positivo
Casemiro completou 150 jogos no #RealMadrid. Se tornou um dos pilares de um time que tem Kroos, Modric, Bale, Cristiano Ronaldo e cia, do meio pra frente. Nunca foi eliminado na Champions League. Quatro temporadas e quatro finais, sendo fundamental em pelo menos três delas.;positivo
@folha é pra glorificar de pé, a copa do mundo nem começou e já trouxe alegria. #VoltaTVGlobinho;positivo
Se o Neymar jogasse o tanto que ele faz comercial ele seria o melhor de todos os tempos, nunca chegará perto de Messi e Cristiano Ronaldo;positivo
Gostei de um vídeo @YouTube  Melhor Comercial de Cristiano Ronaldo - NOVO 2018;positivo
nossa essa angélica do masterchef parece a nadine;positivo
"#UCL fase de grupos 2014/15 👇
Real Madrid 3x0 Liverpool em Anfield, com gols de Cristiano Ronaldo e Benzema(2) e 1x0 no Bernabéu com gol de Benzema!!";positivo
Teu ídolo no futebol? — Cristiano Ronaldo ;positivo
Gostei de um vídeo do @YouTube  Cristiano Ronaldo Heartbreaking Moments;positivo
"Cristiano Ronaldo lidera Portugal e quer fazer história na Copa  

";positivo
Gostei de um vídeo @YouTube  VS FIFALIZE - ESWC Brasil 2018 - FIFA 18;positivo
CRISTIANO RONALDO MEU FILHO OQ É ISSO ;positivo
"Cristiano Ronaldo diz que Real é melhor e projeta 'momento histórico' em final
 ";positivo
@Super6 Neymar;positivo
@CentralFoxBR Cristiano Ronaldo é bom mais prefiro o Romero;positivo
Que vontade de jogar um fifa;positivo
#expedientefutebol o vasco empatou com flamengo foi como ganhar uma copa do mundo kkkkkkk fizeram até meme;positivo
@chandrade94 Porra mano kkk Neymar da banho em geral em relação a isso kk namoral;positivo
"""Sou fã"" Bruna lembrando quando veio mandar um oi pro neymar no Twitter. Ícone";positivo
"Villarreal 2-2 Real Madrid
Última partida do Real Madrid pela La Liga nessa temporada
⚽11’ Bale
⚽32’ Cristiano Ronaldo
Roger Martínez 70’⚽
Samu Castillejo 85’⚽
Asensio foi convocado, mas não entrou em campo
@marcoasensio10
#MA20 #RMLiga #HalaMadrid ";positivo
@folha finalmente uma boa notícia sobre a copa;positivo
Ah, obrigado copa do mundo ❤️ ;positivo
"""Não esperava que Ronaldo tivesse tanto sucesso quando joguei com ele"" ";positivo
"Como diz o ""Neymar"" estou #carente";positivo
"Gostei de um vídeo @YouTube 
Grande final da 5° Copa do mundo Feras Do PES
Alemão vs Rigner
Portugal x";positivo
Neymar limitou os comentários rs OBRIGADA DEUS!!!!;positivo
Sdd de ver o neymar jogando bixo;positivo
"@Gremio @UiiiGremista @Gremio_Forte  

ja parou pra pensar que esse ano pode ter:  
- Brasil Hexa
- Grêmio campeão gaucho
- Grêmio Bi da Recopa
- Grêmio Hexa da copa 
- Grêmio TETRA da américa
- Grêmio Bi Mundial 
- Bolsonaro Presidente ... 

seria esse o melhor ano da história?";positivo
teu ídolo? — tal de cristiano ronaldo, só foi melhor do mundo 5x nada de demais ;positivo
Cristiano Ronaldo aprendeu bem com o professor Romero como fazer gol de bicicleta;positivo
"A #Kappa lançou uma camisa especial para o #RacingClub #Racing em homenagem à Seleção da #Argentina.
 ";positivo
Lucas Mendes conheceu o Cristiano Ronaldo, ahhhhhhhh;positivo
@corleoneRodrigo Neymar de primeira;positivo
Goleiro da Argentina Romero está fora da Copa do Mundo por lesão no joelho -  ;positivo
Tite devia ter chamado o Cristiano Ronaldo pra lateral. O cara é o melhor do mundo chuta. Cabeceia agarra melhor do mundo;positivo
Gostei de um vídeo @YouTube  O CRISTIANO RONALDO QUER HUMILHAR;positivo
Feita de otaria até pela seleção ;positivo
CRISTIANO RONALDO E MESSI DETONANDO EM BARCELONA – BAITA VIAGEM – Barcelona Video  ;positivo
Gol de novo cristiano ronaldo;positivo
Neymar ❤️ ;positivo
amo o neymar pq ele eh bonito, rico e namora a bruna;positivo
Bruno Silva é seleção!!! ;positivo
Namoral, o gol mais bonito do Neymar ;positivo
Neymar de primeira,ufaaaa ;positivo
brasil hexa campeão vai neymar ;positivo
Cristiano Ronaldo regressa aos treinos a 10 dias da final da Liga dos Campeões  ;positivo
Reação da seleção da Turquia  #VoleiNoSporTV ;positivo
Gostei de um vídeo @YouTube  Neto e Cristiano - Pra Rezar Ninguém Me Chama - Part. Humberto e Ronaldo;positivo
Comparativo: total e média de gols de Cristiano Ronaldo e Messi  #stats #futdados;positivo
"eu amo essa live demais!!! nesse dias eles estavam jogando fifa e o Seung ficou falando do Messi que ele estava bem loiro e os meninos todos educados ""messi sunbae"" ";positivo
"Que momento do Corinthians. Romero que gol, que golaço. Quem é Cristiano Ronaldo perto de Cristiano romero.
Jr dutra que momento em fi";positivo
Gostei de um vídeo @YouTube  dupla!! Cristiano Ronaldo faz golaço após passe incrível de Zidane no;positivo
"Especial Copa da Rússia

Cristiano Ronaldo lidera Portugal e quer fazer história na Copa da Rússia 

 ";positivo
Melhor seleção ntj ;positivo
Eu to só o neymar ;positivo
A Seleção Portuguesa que você respeita. Mesmo sem Cristiano Ronaldo. 😊 ;positivo
Seguidora elogia corpo de Neymar e ganha resposta de Bruna Marquezine  Veja Mais no @RD1Oficial;positivo
O Cristiano Ronaldo parece até que tá barrigudo nessa foto hihihi ;positivo
Quero as minhas férias para poder dividir meu tempo em: ir para o ballet / ficar deitada assistindo séries e filmes e ouvindo meus disquinho tudo e comendo muito e jogos da copa;positivo
um sonho?? — Conhecer o Cristiano Ronaldo ;positivo
o jogador cristiano ronaldo que inventou o gol de bicicleta;positivo
to só o Neymar ;positivo
"Gostei de um vídeo @YouTube  CRISTIANO RONALDO MELHOR DO MUNDO - ""Felices los 4"" (Maluma)";positivo
@rafael_nevreden Pós copa é bem mais legal;positivo
Cristiano Ronaldo solidário com equipa do Spoting  Em  ;positivo
Gostei de um vídeo @YouTube  NEYMAR JR ESTÁ PRONTO PARA A COPA DO MUNDO!!! 🇧🇷 | RALPH+10 (VERSÃO;positivo
Essa série sobre os jogadores da seleção tá massa demais;positivo
Neymar de barriga annn ;positivo
Neymar de barriga ;positivo
"Eu acabei de ganhar ""Equipe completada""! #PaniniStickerAlbum  #PaniniStickerAlbum";positivo
2018 e ainda acreditam na heterossexualidade do Cristiano Ronaldo 😂😂😂😂😂;positivo
"Destros:

Manuel Neuer
Daniel Alves
Pique
Sérgio Ramos
Bellerin
Kross
Coutinho
Willian
Cristiano Ronaldo
Neymar
Mané";positivo
Gostei de um vídeo @YouTube  Neymar, Gabriel Jesus e Danilo treinam neste momento;positivo
Vai brilhar muito junto com o Neymar nessa copa do mundo 🙏🏻❤️ ;positivo
Vai, Neymar! ⚽ ;positivo
Gostei de um vídeo @YouTube  CUP FINAL!! FIFA 14 Ultimate Team - Road to World Cup #20;positivo
Copa nem começou e já está nos dando alegria ;positivo
Cristiano Ronaldo fala pela primeira vez sobre os ataques em Alcochete -  ;positivo
Só lembro da esposa prometendo q emprestaria ele se a Argentina fosse campeã 😂 melhor copa do mundo;positivo
CRISTIANO RONALDO DOS SANTOS AVEIRO.;positivo
reserva do neymar ;positivo
"Entrevista feita pela IJF - International Judo Federation à nossa medalhista Olímpica Telma Monteiro 😁 Conta a história do seu encontro com outro grande Campeão Cristiano Ronaldo 💪

#FPJudo2018 ";positivo
Neymar durante os testes e exames da Seleção… ;positivo
Cristiano Ronaldo lidera Portugal e quer fazer história na Copa -  ;positivo
a conexão da bruna e do neymar é demais bicho queria;positivo
@Josuefelipe92 @_CartolaFCDicas No jogo contra o Vasco pela copa do Brasil Ze Rafael mitou vale a pena arrisca!;positivo
APRESENTO-LHES O MELHOR JOGADOR DO MUNDO, CRISTIANO RONALDO @Cristiano ;positivo
@folha por  isso amo a copa;positivo
"Conheça Georgina, a mulher que mudou Cristiano Ronaldo
 ";positivo
Crlh gastei 56 reais no álbum da copa, mais também achei duas do Cristiano Ronaldo, Neymar, Messi, Andrés Iniesta, Paolo Guerrero e  Dani Alves;positivo
@Cesar_Dantas12  parece o gesto de alguém que o Neymar faz ;positivo
Sobre a paixão por seleção que o @eugenioleal fala, vale a crítica aos que torcem contra o Brasil por causa das falcatruas da @CBF_Futebol e a favor da Argentina, mesmo com a @afa sendo bem pior. Hipocrisia sem limites.;positivo
Hj eu to só o Neymar ;positivo
Gostei de um vídeo @YouTube  NOVO TIME DO REAL MADRID! - Neymar, Hazard, Mbappe e Alisson!;positivo
Gostei de um vídeo @YouTube  JOGANDO FIFA 18!!! (CRISTIANO RONALDO, DIEGO COSTA, POGBA ETC);positivo
Romero parecia o Cristiano Ronaldo agora, sem clubismo;positivo
@vibrantinhotv Na boa, não sei porque ficamos remoendo esse assunto do Fábio na seleção. Todos sabem o grande goleiro que ele é, mas se não foi até agora, não irá mais. Vida que segue e deixe que falem. Até o próprio Fábio nem deve mais se preocupar com isso!;positivo
"olha essa campanha da bruna e do neymar pra c&amp;a MEU DEUS";positivo
"Fouz &amp; Cristiano Ronaldo &gt;&gt; 💙";positivo
to assistindo uma reportagem do lady night com o Neymar kkkkkkkkkk mano ele é muito pelas;positivo
Gostei de um vídeo @YouTube  DE CRISTIANO RONALDO;positivo
"Olha o comercial da C&amp;A com Bruna e Neymar ta sensacional ... 😈";positivo
"""Eles prezam mais o passe do que o drible""

Conheça o futebol da Suiça, 1º adversário do Brasil na Copa do Mundo! #OutroLadodaBola ";positivo
#sosiadesinfo descobri q meu colega de classe ja jogou cm o neymar. Identico com o Mbappé ;positivo
@SporTV ALISSON,DANIEL ALVES(0),THIAGO SILVA,MIRANDA,MARCELO,FERNANDINHO,RENATO AUGUSTO,COUTINHO,WILLIAM,NEYMAR e GABRIEL JESUS.;positivo
Cristiano amô da minha vida Ronaldo;positivo
É uma conhecida modelo que está encantada pelo jogador português. E nem está preocupada com a namorada de Cristiano Ronaldo. ;positivo
Eu não to conseguindo superar esse comercial da Bruna e Neymar.. meu Jeová da Glória;positivo
Gostei de um vídeo @YouTube  PS4 slim. Bundle dos 3 jogos mais vendidos. + FIFA 18 e controle;positivo
Um dia eu quero ficar tão feliz quanto o Fred conhecendo o Cristiano Ronaldo.;positivo
Bruna e Neymar é um casalzão da porra mesmo ♥;positivo
Longe, mas beeeeeem longe da imprensa, Neymar faz o seu primeiro treino com bola na preparação para o Mundial de 2018.;positivo
@SelecaoSporTV Seleção de hj está excelente. Muito pertinente, em relação à situação de penúria dos clubes do Rio.;positivo
A Argentina acaba de aumentar consideravelmente suas chances de conquistar a Copa ;positivo
Me ha gustado un vídeo de @YouTube ( - TOP 6 INGLESES NA 4ª DIVISÃO. Quem sobe primeiro? | FIFA 18;positivo
Eu não to conseguindo superar esse comercial da Bruna c Neymar !!!!!;positivo
Hoje eu tô só Neymar ;positivo
Argentina está fora da Copa ;positivo
@eduardojester o destino que larga a taça da copa do mundo nas mãos da argentina! ;positivo
amassei o Léo no FIFA hoje kk;positivo
@dbranco48 xingar e desacreditar o cara vai me trazer o que? sou grata sim por tudo que ele fez no corinthians e espero que tenha sucesso na seleção parça;positivo
Melhores momentos de Corinthians x Grêmio pela final da Copa do Brasil de 2001 e se o jogo termina 6x2 ou 7x2 não seria exagero.. Brincamos de perder gol naquela final.. Banho tático do Tite sobre Luxemburgo!;positivo
"Copa do Mundo de Ginástica Artística / Etapa Osijek 🇭🇷

Equipe Masculina do Brasil já participa do treino de pódio amanhã (23) e as disputam por aparelhos começam na quinta (24).

📸 cbg
#cbg ";positivo
"Bruna e Neymar arrasaram nessa  campanha da c&amp;a . Bem sexy e lindos kk";positivo
@b_guedes Muito potencial naquela seleção, foda quê ninguém viu, o time muito bom do Brasil não conseguiu se classificar...;positivo
"Mds oq é o vídeo da C&amp;A do Neymar e da Bruna Marquezine 
Eu to apaixonada, que casal";positivo
eu quero um neymar na minha vida ;positivo
quem gosta de mulher é adolescente, homem de verdade gosta do neymar;positivo
"Na vida eu sou um dos dois amgs q tavam com o neymar quando ele saiu pra jantar cm a bruna
Vela é meu segundo nome ja kk ";positivo
Gostei de um vídeo @YouTube  vs Cristiano Ronaldo;positivo
Gentee, esse Neymar e a  Marquezine ganharam meu coração, que delicia esses dois juntos! ❤️;positivo
Seleção de novos talentos acontece em Conquista com apoio da Prefeitura  ;positivo
Cristiano Ronaldo, Neymar, Lukas Podolski e entre outros jogadores já disseram que jogariam no Flamengo, Paulinho joga muita bola e tem um futuro brilhante mas é apenas mais um de inúmeros jogadores que querem um dia jogar no Flamengo. Somos todos menos alguns !!!;positivo
Que vídeo mais fofo do Neymar e a bruna 😍😍😍;positivo
@thebobbyss Eu sempre gostei do futebol do Torres - vale lembrar que ele foi o primeiro a perder o prêmio de melhor do mundo para Messi e Cristiano Ronaldo. Aquele gol na final de 2008, o levou a outro patamar. Sem contar que ele é o maior artilheiro da Espanha em competições internacionais.;positivo
"borja &gt;&gt;&gt;&gt;&gt;&gt; cristiano ronaldo";positivo
o jeito q o Neymar e a Bruna falam no vídeo é tão sexy 😍;positivo
"oiiiii ronaldo &gt; messi ";positivo
@90graw calma que logo a copa do mundo tá aí, e todo mundo ficará feliz;positivo
Põe o Cristiano Ronaldo Junior que da tudo certo !;positivo
caralho meu irmãozinho o neymar é simplesmente o ser humano mais feliz do mundo ele ganha 65896 trilhões de dólares por mês e ainda pode beijar esta bunda eu queria ser o neymar ;positivo
@Miltonneves Neymar meio baleado vai ser um milagre se Brasil passar da oitavas;positivo
Gostei de um vídeo @YouTube  pede pra tirar foto com neymar e é barrado, olha o que ele fez, neymar!;positivo
Em família! Cristiano Ronaldo posta foto rara ao lado dos filhos e da namorada ;positivo
Alguém troca a figurinha do Messi pelo Cristiano Ronaldo;positivo
Drx muie parece q e amg do Neymar maior estrelinha ,cadê “¿ la humildad ¿”;positivo
".@realmadrid empata 2-2 com o @VillarrealCF na derradeira jornada da Liga espanhola. @Cristiano Ronaldo marcou o segundo dos ""merengues"" antes da #UCLfinal💪 ";positivo
Gostei de um vídeo @YouTube  FALA SOBRE A POSSÍVEL IDA DE NEYMAR PARA O REAL MADRID, CRISTIANO RONALDO E;positivo
Esse comercial da Bruna e do Neymar ta top demaisss;positivo
Faltam 23 dias para inicio da Copa do Mundo. E seleção do Brasil tá bem cotada;positivo
só queria ser o filho de neymar;positivo
Os nego só  pela copa,  e eu só pelo novo álbum do bk;positivo
"Neymar e Marquezine em comercial de roupas íntimas Lance &lt;div class=""media_box full-dimensions660x360""&gt; Neymar e Marquezine em comercial de roupas íntimas Lance &lt;div... ";positivo
Ainda bem q Argentina é uma seleção mec;positivo
A Cristiano Ronaldo dos Santos Aveiro ;positivo
Will Smith cantará música da Copa do Mundo 2018 com Nicky Jam e Era Istrefi, diz Billboard. Canção oficial do maior evento esportivo do mundo será lançado pela Fifa na sexta-feira (25), segundo revista 'Billboard'. ;positivo
Sempre Interessante notícias diárias As notícias mais interessantes sobre política, economia, internacional, saúde, beleza, turismo, são paulo, rio de janeiro, minas gerais, brasília, governo, esportes, últimas notícias, copa do mundo, neymar, sabrina sato, lula, bolsonaro. www.;positivo
"Eu prefiro ganhar a chuteira de ouro, pq ela precisa de gols e não de votos.

- Cristiano Ronaldo ";positivo
Testes físicos da Seleção Brasileira são inciados no novo Centro de Excelência da Granja Comary ;positivo
Q ganda phoda :)  desvendada a viagem mistério de Rui Patrício  via @maisfutebol;positivo
Gostei de um vídeo @YouTube  DE BICICLETA IGUAL O DO CRISTIANO RONALDO! Scoring CR7 bicycle Kickers;positivo
Só tô tomando taca nesse FIFA;positivo
será que meu relacionamento vai ser igual bruna e neymar pq eu quero;positivo
Neymar treinando bem ahh obrigada Deus 🙏🏻❤️🙌🏻;positivo
"@moret_ É a msm coisa que ver nego hj em dia falando ""Cristiano Ronaldo não tem talento é só treino""";positivo
sdd época q o dani alves dava caneta no cristiano ronaldo;positivo
O Cristiano Ronaldo ganhou melhor desportista masculino, Uau q novidade 🤷🏽‍♀️;positivo
@egolsportv Iniesta melhor jogador  do mundo melhor Cristiano  Ronaldo;positivo
Dia de convocação. O coração vai a mil. #WorldCup;positivo
Gostei de um vídeo @YouTube  Dia que Cristano Ronaldo Conheceu Neymar ● Cristiano Ronaldo vs Neymar;positivo
Celso Roth faz alerta sobre a Seleção Brasileira de Tite;positivo
Romero o Cristiano Ronaldo do Corinthians;positivo
música da copa sem shakira sem credibilidade;positivo
Respeito o Taffarel foi um dos melhores goleiros, senao o melhor goleiro com a camisa da selecao brasileira... mas falar que Cassio é mais goleiro que Vanderlei e Fabio ele ta de brincadeira!;positivo
Sou mt brabo no fifa;positivo
Titular da seleção é melhor lateral do mundo em 2022 #pas ;positivo
"@_jul1nha @apegobmnjr @BruMarquezine Quem é Neymar perto desse homem?
Isso sim é Homem lindo ";positivo
A série DE CABEÇA NA COPA traz hoje o Mundial de 1998, conquistado pela França, em casa. ;positivo
Neymar sem olhar ;positivo
Me identifiquei em saber q a bruna roubou o primeiro beijo do Neymar, pq eu tb cheguei beijando o José!!!!! Énois muié de iniciativa;positivo
Neymar segurando o neymar ;positivo
meu ídolo!!!! trás o hexa Neymar!!!!!! ;positivo
Eu continuo não gostando do futebol do Paulinho, mas ele ganhou meu respeito pq se apresentou à seleção de terno;positivo
