texto;classe
Numa segunda feira à tarde sou obrigado a ler “Pq o Cristiano Ronaldo não foi convocado?” KKKKKKKKKKKKKKKKKKKKKKKKKKKK;negativo
Torcida Argentina não merece o Messi. Olhem bem a merda de seleção que ele tem ao lado dele... Devia ter escolhido a Espanha mesmo ;negativo
Calma galere é padrão CBF, não é FIFA ;negativo
Mano tô crescendo no pro clubs do FIFA não tô acreditando;negativo
Como assim o tecnico da França não chamou Rabiot p Copa????????;negativo
@gustavosvaz Xiiiiii ano de Copa com um ET dominando o Giro sem mudar a expressão do rosto. #dejavu;negativo
Minha mãe estragou meu fifa 18, que odio;negativo
A FPF não desmentiu absolutamente nada de que foi acusada por parte do Desportivo das Aves. Limitou-se a anunciar que o clube não irá à Liga Europa. É um golpe muito duro na dignidade, credibilidade e capacidade desta instituição. A Federação não é só a Seleção, Fernando Gomes.;negativo
@jctm1 Te confesso que nao é pelo itau nao mas pela postura tite E Neymar que eu já mudei a minha. O Tite dá qq entrevista com um texto batido de auto ajuda e uma fleuma de quem tem a cura do câncer.. .. ah vá te catar ! Chato bagarai;negativo
"Boah, duríssimo. Titular da seleção há quase uma década, era um certeza de Sampaoli. Viveu todas as decepções recentes e mesmo assim tinha moral... 









Minha impressão é de que cresce na seleção. A nível de clubes, não tem sequência há um bom tempo...









Armani titular. ";negativo
Taffarel foi simples e objetivo. Vanderlei nunca será goleiro de Seleção e Fábio já passou. Próximo.  ;negativo
As paradas andam tão diferentes que o povo não seu reune mais pra pintar e enfeitar rua pra copa do mundo, nego não seu junta pra agitar a festa Junina. Tudo hoje em dia esta tão chato e sem cor.. 😕😔;negativo
Lance Lance Boas notícias para o torcedor do Real Madrid: nesta terça-feira, Cristiano Ronaldo e Daniel Carvajal voltaram a treinar em Valdebebas, após semanas afastados por lesão, e... ;positivo
Melhor Copa da história de Portugal foi com o Pantera Negra como grande craque. Cristiano Ronaldo conseguiu ser 4º. ;positivo
Sonhei com o renê parando o Cristiano Ronaldo na final do mundial;positivo
"icardi e lautaro fora da copa




o que eu considero o melhor goleiro da argentina lesionado




santa cruz eliminado vergonhosamente




corinthians perdeu o técnico









eu só queria dizer que eu odeio o futebol";positivo
Acabei de receber esta figurinha Denmark! #PaniniStickerAlbum  #PaniniStickerAlbum;positivo
@opedroaugusto98 Sim sim! Em todo local acaba aparecendo alguém pra falar dele ou do Neymar, mas muito mais do Ronaldinho, o cara é insubstituível.;positivo
Cara daqui a pouco tem CoPa, ah meu pai, QUERO;positivo
@LeBoudakian @conka Ele é o Cristiano Ronaldo Negro;positivo
"🇧🇷 CONVOCADAS: SELEÇÃO BRASIL🔝💪




Parabéns a todas… ";positivo
Gostei de um vídeo @YouTube  Neto e Cristiano - Pra Rezar Ninguém Me Chama - Part. Humberto e Ronaldo;positivo
"#redacaosportv




No embalo da Copa, Junior a seleção de 70 é considerada a melhor de todas.




Em 82 vcs encataram o mundo com um futebol arte, desculpe a pergunta, mas não houve uma soberba contra a Itália, de querer vencer um jogo que o empate bastava?";positivo
neymar de tabelinha hmm ;positivo
Eu me sinto a nicole bahls a Anitta e o Neymar juntos quando ficam procurando tweets antigos meus;positivo
"Ganhei 2 novos troféus: 1 de Platina e 1 de Ouro no jogo ""FIFA 16""  #mypst_br";positivo
@leandroquesada @neymar @FoxSportsBrasil Graças a Deus m;positivo
POR UMA COMUNIDADE FIFA MELHOR! ;positivo
Queria ser o Neymar;positivo
Esse filme da nova coleção de lingerie da CeA para o dia dos namorados , com  Bruna e Neymar ficou muito foda !👏;positivo
Cristiano Ronaldo s'appelle Cristiano Ronaldo dos Santos Aveiro ;positivo
Sérgio Romero, por lesão no joelho fica fora da Copa do Mundo. É um bom goleiro, decisivo, evoluiu muito no Man United e se mostrou capaz. A Argentina perde um ídolo que parou a Holanda naquela semifinal de 2014. Agora é a vez do Armani.;positivo
to assistindo o fred conhecendo o cristiano ronaldo que gracinha ele todo emocionado;positivo
Meu peixinho no fifa és um miúdo 5 estrelas tmj;positivo
o melhor@gol do neymar ;positivo
aí namoral ser brasileiro e torcer contra o brasil na copa é muita filha da putagem com a seleção dos anos 00’s;positivo
@EliteMartiaI Cristiano Ronaldo is hot;positivo
bruna cm 17 anos tinha o neymar, eu cm 17 anos... ;positivo
"bruna marquezine e neymar são tipo




o maior casal marketing da história br de todo o século";positivo
To só o Neymar hj pprt ;positivo
 @FEBRABAN que horarios ruins em, parabéns!;positivo
Cristiano Ronaldo está de férias em Formentera. Foi ele que pagou.;positivo
@jhenidds Hahaha, amo o Neymar beeeeem primeiro (desde 2009). Ja aprendi controlar os sentimentos e emoções sobre Ney, levo bem de boa hoje as coisas. O Breno ainda chego lá, haha.;positivo
@Bercletcp Kkkkkk falou neymar;positivo
"@vibrantinhotv Falou o preparador de goleiros ""fodão"" q aprovou a ida do ""grande"" goleiro Muralha pra seleção. Como jogador Taffarel foi bom, mas como preparador de goleiros está longe de ser o q foi qnd jogava. Taffarel tem q fazer curso com Robertinho, preparador de goleiros do Cruzeiro!";positivo
Mas eu tbm quero copa quem eu quero enganar adoro.;positivo
Gostei de um vídeo @YouTube  draft #4 veio Cristiano Ronaldo e o jogo lagou!!!;positivo
Pqp,  meu amor subiu de nível pela copa do mundo kk;positivo
GOOOOOOOAL CRISTIANO RONALDO!;positivo
Gostei de um vídeo @YouTube  2018 Final da Copa do Mundo Rumo ao Estrelato PS2;positivo
@Fernanda_Gentil Um abraço para nossa garota da copa ;positivo
"GOOOOOOOOOLLLLLL DO MELHOR DO MUNDO CARAI









CRISTIANO RONALDO EH O NOME DELE";positivo
@renedepaula Parabéns pelo seu trabalho! Gosto muito de acompanhar seus comentários construtivos e explicações claras de sua excelente seleção diária de notícias!;positivo
I liked a @YouTube video  CRISTIANO RONALDO PODE VOLTAR AO MANCHESTER UNITED!;positivo
"Neymar, Gabriel Jesus e Danilo vão ao gramado da Granja Comary pela primeira vez




 ";positivo
NEYMAR NO PRIMEIRO ENCONTRO LEVOU DOIS AMIGOS DOIS AMIGOS, MEU DEUS SÓ ELE MESMO;positivo
Neymar e Bruna estão preparando casamento na França - #neymarjr #neymar ;positivo
Preparação da seleção brasileira com Neymar, Gabriel Jesus é Danilo no gramado da Granja Comary. ;positivo
"Ai a C&amp;A notou as ""correntinhas"" de casais que tavam rolando no stories do insta. Lembrou que era ano de copa, quebrou o cofrinho e TEY. Tá ai a campanha de dia dos namorados com Bruna Marquezine e Neymar";positivo
"Neymar se declara para Bruna Marquezine: ""Namorar pertinho e? muito melhor""  ";positivo
Vou ver o video da da Marquesine e do Neymar pra sempre;positivo
"GOLOOOOOOOOOOOO




DO MELHOR DO MUNDO




CRISTIANO RONALDO




SIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIÍ";positivo
Este é o clube que está com suas finanças saneadas.  ;positivo
Gostei de um vídeo @YouTube  FIFA 18 FILTROS DE HJ !;positivo
Gostei de um vídeo @YouTube  o que o GALVÃO BUENO falou do GOLAÇO de BICICLETA do CRISTIANO RONALDO (HD;positivo
RESPEITEM O CRISTIANO RONALDO DAS AMÉRICAS;positivo
@lipeeschuck Cristiano Ronaldo que faz gol, daí sim, daí gostei 😂😂;positivo
"""Na gincana quero pegar a Espanha por causa do Cristiano Ronaldo"" amanda é foda kkkkkkkk";positivo
O filho do Marcelo pode falar na escola que o pai dele é amigo do Cristiano Ronaldo que ngm vai rir da cara dele ;positivo
@OverbeckGaming @BabaFut91 @eqvdefifa @NSE_SpiderKong @TinocoFUT95 @igor_rdgg @santinaliato07 @AllanCastello @PauloFreitas_PH @_jearaujo @rodrigol_fc Lembro q vc chegou a pegar ouro 1 nesse fifa , parabéns , boa sorte;positivo
"Ex-técnico de Cristiano Ronaldo, Carlos Queiroz revela que esteve perto de comandar o Vasco em 2011:









""Foi um convite que eu estava com muita vontade de aceitar, correspondia a um anseio e um sonho que sempre tive, de um dia treinar um clube no futebol brasileiro. Era um sonho"". ";positivo
"Mãe de Cristiano Ronaldo ressalta humildade do craque português e vê Neymar &amp;quot;extravagante&amp;quot;  :Auto pickup by wikyou";positivo
"incrível como as duas melhores frases da história do mundo estão no mesmo vídeo









“troféu de bairro do PCC”









“nem o real madrid pagaria 13 milhões no cristiano ronaldo se ele jogasse no goiás”";positivo
@RodrigoACK tem um verde e amarelo perfeito pra acompanhar os jogos dos craques da seleção;positivo
Meu padrasto disse que eu tinha que arrumar um Cristiano Ronaldo, neymar da vida,pq eu gosto de tudo novo e de gastar dinheiro kkkkk;positivo
"Essa propaganda da c&amp;a com a bruna e o neymar ficou bem gostosinha de se ver... essa química de signos opostos complementares eh foda";positivo
Se na copa ele fizer um gol e meter um coraçãozinho de comemoração eu morro ;positivo
"Lovren e Arnold marcando Cristiano Ronaldo




já to até vendo os desarmes e interceptações ";positivo
Só consigo ver como o Thiago Silva tá na beca maravilhosamente gato atrás do Neymar .. ;positivo
Agaci conquista dobradinha no pódio da principal categoria da Copa Soul RS ;positivo
eu só queria estar assim com @ que eu gosto nessa copa ;positivo
A série dos jogadores da seleção... ;positivo
"Gente, e essa campanha da Bruna Marquezine com o Neymar pra C&amp;A? Puta merda, achei linda demais hahaha um casalzão desses! 🔥";positivo
Neymar com esse cabelo tá parecendo o Sapacete;positivo
Gostei de um vídeo @YouTube  FIFA 19 no Brasil FOI REVELADO !;positivo
"acabei de ver o vídeo dela mais o neymar de dia dos namorados da C&amp;A gente to com tanta vergonha alheia pq essa bruna ela é muito forçada não é possível ninguém ganha dela";positivo
"Cristiano Ronaldo fala pela primeira vez sobre as agressões em Alcochete.









";positivo
Real Madrid - Carvajal conta como ver vídeos de Mbappé, Cavani e Neymar mudou a época do Real Madrid ;positivo
gurias o neymar eh bonito sim temos q concorda;positivo
"Villarreal 2-2 Real Madrid




Última partida do Real Madrid pela La Liga nessa temporada




⚽11’ Bale




⚽32’ Cristiano Ronaldo




Roger Martínez 70’⚽




Samu Castillejo 85’⚽




Asensio foi convocado, mas não entrou em campo




@marcoasensio10




#MA20 #RMLiga #HalaMadrid ";positivo
Gostei de um vídeo @YouTube  o que o Cristiano Ronaldo falou sobre a sua relação com o Messi!;positivo
esse goleiro da seleção ta de parabéns VAI BRASIL;positivo
Já disse que deve ser lindo o sexo entre a Bruna e o Neymar;positivo
@chrismd10 Neymar;positivo
"Me lembrando do Jucilei qdo saiu do Corinthians e perguntaram dele sumir do radar da seleção. Com sinceridade, respondeu 'Com 22 anos eu serei milionário'









Algo assim deve estar pensando agora o carille";positivo
Neymar, Jesus e Danilo agora dão piques. #lanceSELEÇÃO;positivo
a seleçao campea da copa é essa aqui ;positivo
"""será se dá pra ver todos os jogos que o neymar já jogou antes da copa""";positivo
vi vc e a michaela na copa, vsf vcs são muito lindos — obrigado kkkk ;positivo
Podia ter cartola da copa do mundo;positivo
Se o brasil ganha copa em cima dos nazi eu morro de vdd;positivo
"""El Neymar Argentino""";positivo
Por isso que eu amo a copa,vou beber cedo ;positivo
"Gostei de um vídeo @YouTube  BRAZILIANS' SEASON: NEYMAR, FIRMINO, COUTINHO, GABRIEL JESUS, MARCELO &amp; MORE!!";positivo
Gostei de um vídeo @YouTube  JOGANDO FIFA 18!!! (CRISTIANO RONALDO, DIEGO COSTA, POGBA ETC);positivo
@GuigaImortal @globoesportecom são ruins para a seleção, mas para os times aqui do Brasil são bons;positivo
Bruna e Neymar são o casal da Minh vida ;positivo
Fala com o Neymar de pênalti 😂😂😂 ;positivo
"Essa campanha do dia dos namorados do Neymar e Bruna Marquezine pra C&amp;A está simplesmente MARAVILHOSA ❤️❤️❤️";positivo
@DoentesPFutebol Espero que o Brasil vá bem...mas que o Messi ganhe essa copa. Merece. 🔴🔵;positivo
Ele e Neymar quando da esse corte pra dento já era pro goleiro. ;positivo
A chegada do presidente da Feredação Peruana de Futebol, Edwin Oviedo, e Paolo Guerrero  para a reunião com o Presidente da FIFA, Gianni Infantino ;positivo
pra mim tirar uma foto boa é q nem copa do mundo ocorre de 4 em 4 anos;positivo
Copa é bom demais;positivo
@mlkdigao Brasil ñ fará gols nessa copa pq eu sou do dia 23.;positivo
Esse clima de Copa do Mundo chegando é bom demais!;positivo
Queria muito ser amiga do Neymar e da Bruna pra gente sair de casal;positivo
meu deus eu amo demais A Seleção, eu nunca li um livro tão perfeito;positivo
sem shakira sem copa do mundo ;positivo
Instalei o FIFA 14 pro fun;positivo
"Cristiano Ronaldo se tornou o primeiro jogador a marcar 30 gols neste ano.









O craque já marcou 30 gols em 23 jogos em 2018. ";positivo
"Real Madrid XI vs Ludogorets: Keylor Navas; Arbeloa, Varane, Nacho, Coentrão; Illarra, Kroos, Isco; Bale, Chicharito, Cristiano Ronaldo.";positivo
não vejo a hora de chegar a copa e assistir o jogo do Brasil com os amigos em casa;positivo
Gostei de um vídeo @YouTube  DA SELEÇÃO DA SUÉCIA PARA COPA DO MUNDO 2018 (LISTA COMPLETA);positivo
#FSRADIOBRASIL Sormani e o Pelé vale os gols de jogos do exército, jogos treinos, Pelada de rua pra chegar aos 1.000 gols dos contos de fadas pq a fifa não tem 1.000 gols do Pelé oficial. E o mundial de 51 não vale?;positivo
"Q babadao essa campanha da c&amp;a com a bruna e o neymar";positivo
Essa campanha da Bruna com o Neymar tá um amor 💕;positivo
É recorde atrás de recorde! Salah fez hoje seu 32° gol no campeonato, se firmando como o maior artilheiro de uma única edição da era @premierleague . Estava empatado com Suarez e Cristiano Ronaldo com 31 gols. 🇪🇬🇪🇬🇪🇬 ;positivo
Gabriel Jesus servindo o Neymar pq perdeu na aposta, resenha pura e sagaz kk;positivo
Cristiano Ronaldo lidera Portugal e quer fazer história na Copa →  ;positivo
Confira uma seleção de trepadeiras que vão deixar seu pergolado bonito, perfumado e bem coberto o ano inteiro. ;positivo
Ótima coletiva. Falou também sobre a escolha pelo Cássio, quem é o melhor goleiro do mundo na atualidade e seu histórico na Seleção. #ESPNnaRússia ;positivo
"Eu acabei de ganhar ""Nível máximo ouro""! #PaniniStickerAlbum  #PaniniStickerAlbum";positivo
[VIDEO] O incrivel truque de Cristiano Ronaldo para lancar uma penalidade contra o PSG.  ;positivo
os meninos da minha sala estão muuito empolgados para a copa;positivo
@kellygfbpa essa so nao foi melhor que a da copa do brasil, parabens;positivo
casillas era mt bom no fifa 15 e olha q a ea tinha colocado ele 86;positivo
To animada pra copa mas to 0 animada pra avalanche de Brumar que vai ser, inclusive to com preguiça casal chato e falso (todo mundo sabe que o escroto do Neymar gosta de passear por aí) ;positivo
"Hoje acordei com vontade daquilo que começa com ""s""









ser amiga do neymar";positivo
fala alguém que todo mundo ache bonito mas você ñ — Cristiano Ronaldo ;positivo
Na vida, o Messi é o Sasuke e o Cristiano Ronaldo é o Naruto. To certo.;positivo
Neymar publica… ;positivo
Copa já valendo a pena ;positivo
A Bruna tinha 17 anos quando começou a ficar com Neymar, eu com 17 anos kkkkkkkkkkkkkkk é melhor rir pra n chorar.;positivo
Fui beber água e o Júnior Dutra virou Cristiano Ronaldo.;positivo
"fiquei depre com a campanha de dia dos namorados da c&amp;a com a bruna e o neymar";positivo
Única coisa boa q faço é montagem de elenco com jogador usando pré contrato no FIFA 18 ;positivo
Cristiano Ronaldo is hot. ;positivo
A Copa nem começou e eu já estou AMANDO! ;positivo
O Brasil merece ganhar essa copa só pelo esforço que os brasileiros fazem pra decorar tudo é beautiful;positivo
Romero é muito melhor que Cristiano Ronaldo! ;positivo
Neymar no treino da Seleção! 🇧🇷 ;positivo
"Sou tão burra q eu vi uma foto do Cristiano Ronaldo com a legenda ""paz e amor"" e fiquei tipo meu Deus ele pôs a legenda em português q top (depois lembrei q ele é de Portugal 🤦🏼‍♀️)";positivo
artilheiro da copa do mundo 2018 ;positivo
Muito tranquilo jogando fifa 18 e ouvindo bossa nova😍;positivo
bruna e neymar é um casalzão, sou apaixonada;positivo
Messi e Cristiano Ronaldo sao entao as orcas kkkkkkkkkkkkkkkkk ;positivo
"Querendo ganhar a Copa o técnico da seleção brasileira Tite escolheu jogadores versáteis para compor sua seleção.









Para sua casa você tem o versátil rack Gaspar que pode ser utilizado na sala de estar, no quarto ou até mesmo na sua área de lazer. Venha conhecê-lo! ";positivo
"Coutinho chega à Granja Comary e seleção fica 'completa' &gt;&gt;  ";positivo
"""Poveiro na seleção nacional de atletismo"" ";positivo
Sonhei com o Cristiano ronaldo e to rachando o bico kkkkkkk;positivo
Vei, e essa propaganda do dia dos namorados da Bruna com o Neymar? Eu ameiii;positivo
@llmarcello02 Neymar de fora da área 😰;positivo
@boliviazica Sabia que tu não ia decepcionar! Manda bem nas redes sociais mesmo! Hahaha ;positivo
Cristiano Ronaldo is hot. ;positivo
"não me canso de ver o vídeo da bruna e do neymar pra c&amp;a, torço demais, gosto demais";positivo
"A propaganda que o Neymar e a Bruna fizerem da C&amp;A pro dia dos namorados ficou muitoooo top, muito legal";positivo
Q reviravolta q acabei de fazer no FIFA nem imaginam o quanto festejei 😂😂;positivo
Deus abençoe a seleção da França ;positivo
"A campanha do Neymar e da Bruna pra C&amp;A ta 🔥🔥🔥🔥🔥🔥🔥";positivo
Meus olhos brilham qnd falam de Neymar na tv, uma inspiração mesmo bixxxxxxxxo ❤️⚽️;positivo
"Artilharia da La Liga 2017/18: 









🥇 Lionel Messi (35 jogos) - 34 gols




🥈 Cristiano Ronaldo (26 jogos) - 25 gols




🥉 Luiz Suaréz (32 jogos) - 25 gols ";positivo
GOOOOOOOOOOOOAL CRISTIANO RONALDO!!;positivo
GOAL!!!!! CRISTIANO RONALDO!!!!;positivo
@onedflawlss @njfIowers Aí é pq os dentes dela são maravilhosos, ela e o Cristiano Ronaldo, com o dente branquinho, tudo certinho, e nem aparece a gengiva dela. A se fode garota, enfia uma arma no cu e atira;positivo
Muita audácia derrubar o Cristiano Ronaldo Filho;positivo
"Que diferença gigantesca entre os 13 anos de D. João VI no Brasil e os 13 anos de Lula/Dilma. D. João VI trouxe desenvolvimento, modernidade e independência... Lula não nos legou nada, roubou-nos até mesmo o prazer da Copa do Mundo de Futebol.









#BolsonaroPresidente";positivo
Mãe de Cristiano Ronaldo lança biografia na Livraria Cultura do Shopping Iguatemi  ;positivo
Gostei de um vídeo @YouTube  DA SELEÇÃO COLOMBIANA PARA COPA DO MUNDO 2018 (LISTA COMPLETA);positivo
hoje eu to só o Neto falando que o Romero joga mais que Cristiano Ronaldo;positivo
Eu ainda to impressionado que Serginho Groisman colocou o Kaká na seleção brasileira de todos os tempos;positivo
Cristiano Ronaldo kkk — ele é bonito ele ;positivo
Gostei de um vídeo @YouTube  O NEYMAR NA CONCENTRAÇÃO DO PSG ft WASS FREESTYLE;positivo
Neymar de cabeça 😎🇧🇷🤞 ;positivo
Patin com PSG e eu com Real Madrid, ganhei só de 8x1 com 5 gols de Cristiano Ronaldo ⚽️🎮🔛;positivo
Esse Aí Treme Quando Ver Cristiano Ronaldo E Chora @DanSouza1988 ;positivo
"Seja bem-vindo à Copa do Mundo, Douglas Costa! 🤝⚽️🇧🇷 #GigantesPorNatureza #SeleçãoBrasileira #WorldCup 









Foto: Lucas Figueiredo/CBF ";positivo
Tá apaixonado? — pelo Cristiano Ronaldo ;positivo
Atletas do Farrapos conquistam o título do Sul-Americano 6 Nações pela Seleção Brasileira ;positivo
tô pique neymar ;positivo
Tô animado p copa dessa vez;positivo
queria ser a bruna e o neymar, chorei;positivo
eu amo a seleção holandesa pronto falei e repito ;positivo
Paulinho chega cheio de estilo à seleção e é zoado por Thiago Silva   ;positivo
Hj eu tô só o Neymar ;positivo
Novo jogador de seleção !! ;positivo
essa campanha dos namorados da marquezine e neymar socorrrrr bicho lindo sexy amei;positivo
finalmente podendo compartilhar fotos do neymar treinando QUE HINOOO;positivo
"Maiores artilheiros da história da Champions League:




Cristiano Ronaldo 




Cristiano Ronaldo pelo Real Madrid




Messi";positivo
@lequipe Neymar?;positivo
Pelé e Cristiano Ronaldo ;positivo
Copa Libertadores da America, o campeonato que tem alma!!;positivo
Amém Neymar.. ;positivo
"Obrigado, copa 2018. &lt;3 ";positivo
@whindersson @neymarjr Quase um Cristiano Ronaldo, só falta um contrato com a @ShampooClear. Cabelo brilhoso minino.👌;positivo
#deplaca Neymar é muito mimado!;positivo
#bomdiafoxterca brasil campeão...quais as possibilidade de Neymar ser melhor do mundo???;positivo
que trem mais lindo neymar e bruna são, no, apaixonada;positivo
Jaqueta da seleção branca furiosa;positivo
Só de pensar que o Neymar ta aqui perto, me dói o coração;positivo
@RealBrasil_BR O Cristiano Ronaldo vai jogar;positivo
Cristiano Ronaldo o primeiro a ganhar 6 bolas de ouro!!;positivo
borja vai pra copa mesmo, voa meu menino. vou torcer pra Colômbia;positivo
bruna marquezine e neymar melhor casal do mundo;positivo
Hoje eu tô só o Neymar ;positivo
Tô jogando Fifa 15.;positivo
Me ha gustado un vídeo de @YouTube ( - Cristiano Ronaldo Inventou Drible Que o Mundo Jamais Ira Esquecer).;positivo
*Neymar jr ;positivo
Gostei de um vídeo @YouTube  UMA COMUNIDADE FIFA MELHOR!;positivo
"🔵⚪️




Atlas do México acionou a Fifa cobrando do Grêmio a última parcela da compra de Kanneman, em julho de 2016. Grêmio pretende oferecer o valor de forma parcelada.




Kanneman foi contratado por R$4,3 milhões. Última parcela venceu em maio do ano passado e não foi paga";positivo
"essa é a terceira partida contra o abc em menos de um mês









a primeira foi pela serie C, em casa, 0x0




a segunda, pela copa do nordeste e fora de casa, 1x0 abc




AI CHEGA EM CASA, NA DECISAO DE UM MATA MATA E TOMA 3X0 NO PRIMEIRO TEMPO";positivo
Gostei de um vídeo @YouTube  CUP FINAL!!! FIFA 14 Ultimate Team - Road to World Cup #16;positivo
@Cristiano Ronaldo.  AbracAo pra vc.  O melhor do mundo;positivo
Gostei de um vídeo @YouTube  de Neymar VS Carros de Lewis Hamilton | Batalha;positivo
Trabalhos da #Seleção Nacional arrancam com 14 jogadores ;positivo
"Melhor jogador da história do Manchester United 









Cristiano Ronaldo é um absurdo ";positivo
Se nos meus anos me oferecerem uma camisola do PSG com o nome do neymar, eu sou vos eternamente grata para a vida;positivo
Os 22 + Cristiano Ronaldo convocados da seleção de Portugal para a Copa do Mundo. 🇵🇹 ;positivo
"FINAL DA COPA DO MUNDO









Brasil x Egito




Após campanha esplêndida o time africano está na primeira final. 




O Brasil ganhou a semifinal nos pênaltis da França. 




Egito passou fácil por Portugal (sem Cristiano Ronaldo,... ";positivo
Goallllll!!!! Cristiano ronaldo!!!!! #HalaMadrid;positivo
Maior jogador da historia do united, um dos maiores jogadores da historia do real..... respeita o maior e melhor jogador do mundo, respeitem Cristiano Ronaldo;positivo
@_caucaaauu Seleção da humildade;positivo
Gostei de um vídeo @YouTube  O NEYMAR NA CONCENTRAÇÃO DO PSG ft WASS FREESTYLE;positivo
@WplayColombia Neymar;positivo
SABE MUITO! Maior artilheiro da história da Champions League, Cristiano Ronaldo balançou as redes 15 vezes nesta edição da competição! No aquecimento pra #FinalDaChampions, relembramos os 5 gols mais bonitos até aqui! Confere aí as pinturas dessa máquina! ;positivo
Neymar no? ;positivo
copa do mundo podia ser no brasil dnv;positivo
@leticiaonobrega cadê um neymar na minha vida????;positivo
Cristiano Ronaldo fala pela primeira vez sobre os ataques em Alcochete | Super Sporting ;positivo
O NOVO TIME DO REAL MADRID! - Neymar, Hazard, Mbappe e Alisson! ;positivo
seleção bem mais solta com a macris em quadra, eu amo uma rainha 💙;positivo
@nickpoxaa @ponciart @TeamMessi @Cristiano O Cristiano Ronaldo;positivo
Gostei de um vídeo @YouTube  conta história hilária da sua lua de mel, platéia e Neymar caem na;positivo
ROMERO E CRISTIANO RONALDO: SÓ O TEMPO DIRÁ QUEM FOI MELHOR;positivo
Barcelona 2-2 Real Madrid (Luis Suárez, Messi / Cristiano Ronaldo, Gareth Bale) #LigaSantander #ElClásico;positivo
Copa eu te amo ;positivo
@globoesportecom #GE eu acho q a seleção em si será a protagonista..temos um elenco de ótimos jogadores e temos hj o melhor técnico de seleções que é o Tite !! Neymar tem q ter cabeça no lugar e saber que ser melhor do mundo é consequência de um trabalho coletivo!!;positivo
Cristiano Ronaldo encabeça pré-lista de Portugal com brasileiro Ronny Lopes ;positivo
Bruna e Neymar na nova campanha: tô apaixonada;positivo
Com Gabriel Jesus e Danilo, Neymar trabalha em campo sem restrições #CopaNaGazeta ;positivo
"@im_jaylin34 Countinho &gt; Neymar";positivo
Gostei de um vídeo @YouTube  !! NOVO FIFA 19 COM UEFA CHAMPIONS LEAGUE ATUALIZADO !!;positivo
Sábado vai ter tão top que a Flávia vem fazer as bandeirinhas do Brasil aqui em casa. A copa já chegou meusa migo;positivo
Copa do mundo,copa do mundo e as novinha se assanhaaA;positivo
A primeira vez que vi o Cristiano Ronaldo eu tinha 13 anos. Foi na copa de 2006, no jogo entre Portugal e Angola. Parece que foi ontem...;positivo
Final da copa, Gol do Neymar, acaba o jogo, Brasil campeão Neymar beija a marquezine e eu beijo você, topa?😍 — Tipo mrm😍 ;positivo
@geocosta__ Neymar de trivela;positivo
Gostei de um vídeo @YouTube  NOVO TIME DO REAL MADRID! - Neymar, Hazard, Mbappe e Alisson!;positivo
EL NEYMAR ARGENTINO;positivo
"Bruna conheceu o Neymar com 17 anos, e hoje são um dos casais mais lindos que eu já vi









sera que ano que vem eu encontro também?";positivo
Gostei de um vídeo @YouTube  NAMORADAS NEYMAR JÁ TEVE ? (QUIZ DA COPA);positivo
27. Neymar.;positivo
Novo mundial de clubes proposto pela FIFA ;positivo
Neymar e Marquezine fazem revelações íntimas do namoro em comercial ;positivo
Que campanha brilhante. Seleção Peruana envia mensagens para seus adversários na Copa, para lembrá-los quem é o Peru. #ArribaPeru ;positivo
Gostei de um vídeo @YouTube  Brazilians Season ● Neymar ● Firmino ● Coutinho ● Gabriel Jesus ●;positivo
Incrível como eu detesto absolutamente tudo nessa seleção feminina turca desde que comecei a acompanhar vôlei. Engulo derrota para qualquer seleção, menos para elas.;positivo
Neymar de trivela ;positivo
Vitor é o melhor no fifa;positivo
mano, eu sonhei que o ronaldinho ia jogar a copa pela seleção da holanda;positivo
"@rafafmateus05 1- dos melhores jogadores de aveiro, grande porreiro




2- treinos da selecao";positivo
"E do dia 31 pra Copa...




E da Copa pras férias...




E das férias pro Natal/Ano novo..




E do Natal/Ano novo pro Carnaval..




E do Carnaval pra semana santa...




E assim sucessivamente... ";positivo
Novo técnico convence e Neymar decide ficar no PSG  ;positivo
"🇪🇸 SOBROU? ELE BATE!









Cristiano Ronaldo já marcou o dele e quer maisssssss! #EspanholFOXSports ";positivo
O primeiro de muitos! Icon da Lenda Falcão. Ídolo da torcida colorada e eternizado entre os Romanos. @ASRoma_Brasil @RomaFnatic @OfficialASRoma @SCInternacional @DoentesPFutebol #ICON #FIFA ;positivo
O Cristiano Ronaldo ganhou o Globo de Ouro ;positivo
2018 e a #FIFA ajudando os países a lavar dinheiro com copa do mundo e as pessoas achando isso bonito;positivo
Não acredito que o Cristiano Ronaldo ganhou o globo de ouro;positivo
Gostei de um vídeo @YouTube  vs CRISTIANO RONALDO - FIFA 18;positivo
@folha Deus abençoe a copa do mundo!!!;positivo
Falando nisso, to esperando a fifa se tocar e dar a bola de ouro pro Marcelo, o cara merece!! meu Deus melhor lateral da vida;positivo
eu vou viver pra ver o filho do cristiano ronaldo e o filho do marcelo mn;positivo
Tô só por começar a copa e ganhar uns dias de folga por causa dos jogos da seleção brasileira;positivo
No momento 100% nem aí pra essa copa mas é só começar o primeiro jogo que eu já fico morrendo do coração muito torcedora sim.;positivo
"@SilvioSantos118 @maisasilva Realmente é normal. E todos sabemos que Messi&gt;Cristiano Ronaldo, Coutinho&gt;Neymar, Maísa&gt;Larissa.









(Zoeira)";positivo
O Messi e o Cristiano Ronaldo, tbm foram no óbito da Cantora Uau 👏😁;positivo
